DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200306067,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1800,3,Southwest,362,2,624,BATTERY - SIMPLE ASSAULT,0361 0416,32,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3900    NICOLET                      AV,,34.0163,-118.3507
201109777,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,610,11,Northeast,1134,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,55,F,H,301,GAS STATION,,,IC,Invest Cont,331,,,,2100 N  SAN FERNANDO                 RD,,34.1023,-118.2371
201105172,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1540,11,Northeast,1149,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 2024,40,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,FIGUEROA,AVENUE 54,34.1076,-118.1968
200306072,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,900,3,Southwest,391,2,940,EXTORTION,1815 0337 0913 1251,21,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,940,,,,4000    SANTO TOMAS                  DR,,34.0093,-118.3437
200306073,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1600,3,Southwest,376,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,3900    DALTON                       AV,,34.0155,-118.3034
200306075,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1015,3,Southwest,363,1,310,BURGLARY,1609 0329 0352 0344 1238,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4000    PALMWOOD                     DR,,34.0132,-118.3424
200306076,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1900,3,Southwest,356,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1251 1300,22,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,1400 W  37TH                         ST,,34.021,-118.3002
200306077,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2330,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1251,18,M,A,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,3500    MCCLINTOCK                   AV,,34.0235,-118.2881
200409344,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2355,4,Hollenbeck,491,1,310,BURGLARY,1609 0329,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1700 S  SOTO                         ST,,34.0233,-118.2222
201813026,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1500,18,Southeast,1801,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0329,0,X,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,8600    DENVER                       AV,,33.9587,-118.2839
200306080,01/31/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1030,3,Southwest,361,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 2021 1309,19,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,442,,,,3700 S  LA BREA                      AV,,34.0199,-118.3556
200306083,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,2134,3,Southwest,359,2,910,KIDNAPPING,0400 0416 0418 0444 1305 1309 1822,0,F,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,910.0,,,39TH                         ST,FIGUEROA                     ST,34.014,-118.2827
200712273,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2020,7,Wilshire,775,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000 2004,38,F,B,101,STREET,,,AO,Adult Other,626,,,,WASHINGTON                   BL,WESTVIEW                     ST,34.0427,-118.3423
200306086,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1725,3,Southwest,377,1,310,BURGLARY,1609 0329 0344 0352,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  38TH                         ST,,34.0173,-118.2973
200306088,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1725,3,Southwest,377,1,320,"BURGLARY, ATTEMPTED",1607 0329 0314,54,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,1200 W  38TH                         ST,,34.0173,-118.2973
200306089,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1725,3,Southwest,377,1,320,"BURGLARY, ATTEMPTED",1607,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,1200 W  38TH                         ST,,34.0173,-118.2973
200306090,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1725,3,Southwest,377,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1200 W  38TH                         ST,,34.0173,-118.2973
200306091,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2130,3,Southwest,334,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421 1309,42,F,H,301,GAS STATION,511.0,VERBAL THREAT,IC,Invest Cont,930,,,,3400    CRENSHAW                     BL,,34.0256,-118.3351
200306092,02/05/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2000,3,Southwest,393,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4200    LEIMERT                      BL,,34.0082,-118.3263
201014189,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,1615,10,West Valley,1023,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,31,M,A,108,PARKING LOT,,,IC,Invest Cont,331,,,,6500    WILBUR                       AV,,34.1887,-118.5447
200109576,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1300,1,Central,195,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309 1822,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,1300 S  MAIN                         ST,,34.0364,-118.2603
200306097,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,600,3,Southwest,333,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1251 1259 0445,15,F,B,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,,,,3000    SOMERSET                     DR,,34.0276,-118.3374
201010140,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,800,10,West Valley,1033,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1420 0385,0,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,6100    RESEDA                       BL,,34.1847,-118.5441
211804195,01/02/2021 12:00:00 AM,12/26/2020 12:00:00 AM,1315,18,Southeast,1851,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,700 W  EL SEGUNDO                   BL,,33.9164,-118.2874
200306106,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,925,3,Southwest,314,1,210,ROBBERY,0305 1822 0355 0344 0448 0334,27,F,W,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,ADAMS                        BL,7TH                          AV,34.0326,-118.3239
200306108,02/05/2020 12:00:00 AM,01/31/2020 12:00:00 AM,500,3,Southwest,396,1,310,BURGLARY,0352 0329 1607 0344,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,800 W  MARTIN LUTHER KING JR        BL,,34.0111,-118.2872
200509761,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1330,5,Harbor,526,1,330,BURGLARY FROM VEHICLE,0358 1302 0321 0344 1307 1609,57,F,H,103,ALLEY,,,IC,Invest Cont,330,,,,900 N  AVALON                       BL,,33.7798,-118.2656
200306125,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1340,3,Southwest,308,2,624,BATTERY - SIMPLE ASSAULT,0303 1251 0416 0432 0446 1259 1822 2024 0216,15,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 W  22ND                         ST,,34.035,-118.2811
200306128,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1000,3,Southwest,358,1,480,BIKE - STOLEN,1251 0344,25,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1000 W  CHILDS                       WY,,34.022,-118.289
200306130,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,130,3,Southwest,392,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 1814 0448 2018,22,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4500    2ND                          AV,,34.0028,-118.3193
200306131,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1515,3,Southwest,336,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,442,,,,2700 S  WESTERN                      AV,,34.0282,-118.3133
201015991,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1930,10,West Valley,1028,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1606 0329 1414,43,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,16500    VANOWEN                      ST,,34.1939,-118.493
200306134,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,237,3,Southwest,318,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 1814 0344 0319,39,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,1400 W  23RD                         ST,,34.0352,-118.289
200306137,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2150,3,Southwest,391,2,946,OTHER MISCELLANEOUS CRIME,1419 1407,19,X,X,109,PARK/PLAYGROUND,102.0,HAND GUN,IC,Invest Cont,946,998.0,,,4000 S  LA BREA                      AV,,34.0123,-118.3556
200811507,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,745,8,West LA,816,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346,23,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,600    KELTON                       AV,,34.0642,-118.4527
200306139,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1500,3,Southwest,363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,39,F,O,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,440,,,,CRENSHAW                     BL,MARTIN LUTHER KING JR        BL,34.011,-118.3351
200306226,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1259,3,Southwest,362,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,29,F,B,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,4500    SANTA ROSALIA                DR,,34.0151,-118.3472
200815311,10/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,2330,8,West LA,895,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 0385 1822,41,M,W,101,STREET,,,AO,Adult Other,331,,,,3300    MANNING                      AV,,34.0317,-118.407
200306142,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1800,3,Southwest,396,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0334 0416 0445 0449 1206,49,M,H,101,STREET,304.0,CLUB/BAT,IC,Invest Cont,230,,,,41ST                         DR,VERMONT                      AV,34.0083,-118.2915
200306144,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1045,3,Southwest,397,1,310,BURGLARY,0344 1609 1822 0216 0352 0329,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  BUDLONG                      AV,,34.0073,-118.2959
200306145,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2255,3,Southwest,318,2,900,VIOLATION OF COURT ORDER,2000 1814 2038,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,1300 W  24TH                         ST,,34.0344,-118.289
200306147,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1755,3,Southwest,392,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2014,63,F,B,101,STREET,,,IC,Invest Cont,440,,,,4600    CRENSHAW                     BL,,34.0023,-118.3311
200306148,02/05/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1500,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,20,M,W,710,OTHER PREMISE,,,IC,Invest Cont,480,,,,1000 W  34TH                         ST,,34.0243,-118.2876
200306149,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,150,3,Southwest,318,2,901,VIOLATION OF RESTRAINING ORDER,2000 1814 2038 0216,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,1300 W  24TH                         ST,,34.0344,-118.289
200306150,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2230,3,Southwest,355,2,624,BATTERY - SIMPLE ASSAULT,2021 0416 0446 0400 0913,53,F,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,JEFFERSON                    BL,CIMARRON                     AV,34.0256,-118.3156
201518118,11/28/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1200,15,N Hollywood,1563,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,50,M,W,101,STREET,,,IC,Invest Cont,331,,,,11900    SARAH                        ST,,34.154,-118.3932
200306152,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,700,3,Southwest,317,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0444 0416 0429 0360 1258 1251,6,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,1600 W  23RD                         ST,,34.0355,-118.2975
200208158,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,2315,2,Rampart,251,1,210,ROBBERY,0344 0342 0432 0444 1822 0200 0207 0202 2004,47,M,H,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6TH                          ST,PARK VIEW,34.0628,-118.2811
200611658,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,628,6,Hollywood,632,1,761,BRANDISH WEAPON,0334 1822,59,F,O,101,STREET,216.0,SCISSORS,IC,Invest Cont,761,,,,SUNSET,LAUREL,34.098,-118.3645
201705325,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2120,17,Devonshire,1767,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0352 0344,42,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,18400    PLUMMER                      ST,,34.2428,-118.5336
200306161,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1600,3,Southwest,313,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,34,M,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,341,,,,4000    MONTCLAIR                    ST,,34.0333,-118.3311
200708836,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1300,7,Wilshire,724,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1822 0344 1218,60,M,H,517,MISSIONS/SHELTERS,,,IC,Invest Cont,950,,,,7600    BEVERLY                      BL,,34.0761,-118.3555
200306165,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,120,3,Southwest,328,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3100 S  FIGUEROA                     ST,,34.0268,-118.2808
200306167,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2145,3,Southwest,334,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300 W  ADAMS                        BL,,34.0326,-118.3338
200507336,03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1000,5,Harbor,517,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0360 0421 2001 0913 0337,50,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,,,,1000    LAKME                        AV,,33.7831,-118.2596
200306169,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2200,3,Southwest,397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    DALTON                       AV,,34.0093,-118.3034
200816936,11/28/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1800,8,West LA,841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822 1602,34,M,W,103,ALLEY,,,IC,Invest Cont,331,,,,1200    BROCKTON                     AV,,34.0456,-118.4649
201412534,06/19/2020 12:00:00 AM,06/18/2020 12:00:00 AM,2300,14,Pacific,1445,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 1606,51,M,O,101,STREET,,,IC,Invest Cont,331,,,,12700    CASWELL                      AV,,33.9988,-118.436
200306173,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2030,3,Southwest,311,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446 1309 0329,24,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,5600    SMILEY                       DR,,34.03,-118.3658
200306178,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,830,3,Southwest,321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ADAMS                        BL,CRENSHAW                     BL,34.0238,-118.3669
200208178,03/25/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1500,2,Rampart,216,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CORONADO,BELLEVUE,34.0746,-118.2707
200908452,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2123,9,Van Nuys,952,2,624,BATTERY - SIMPLE ASSAULT,0400,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,14800    BURBANK                      BL,,34.1721,-118.4553
200306183,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,900,3,Southwest,392,2,888,TRESPASSING,0342 0321 1822 2021 0329,57,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5000    8TH                          AV,,33.9978,-118.3258
211204306,12/26/2020 12:00:00 AM,12/22/2020 12:00:00 AM,2115,12,77th Street,1203,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0352,45,F,O,710,OTHER PREMISE,,,IC,Invest Cont,331,,,,5100 S  WILTON                       PL,,33.9998,-118.3149
201917906,12/09/2020 12:00:00 AM,12/06/2020 12:00:00 AM,930,19,Mission,1999,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,36,F,H,101,STREET,,,IC,Invest Cont,331,,,,CANTALOUPE                   AV,MAMMOTH                      AV,34.2131,-118.432
200306185,02/06/2020 12:00:00 AM,02/01/2020 12:00:00 AM,430,3,Southwest,354,1,330,BURGLARY FROM VEHICLE,0344 0329 0342 1300 1607 1822 1309,41,F,B,101,STREET,,,IC,Invest Cont,330,,,,3600    4TH                          AV,,34.0229,-118.3213
200915186,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1930,9,Van Nuys,932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,41,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,14900    VICTORY                      BL,,34.1867,-118.4582
200609594,04/22/2020 12:00:00 AM,04/08/2020 12:00:00 AM,700,6,Hollywood,646,2,354,THEFT OF IDENTITY,1822,41,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1600    SCHRADER                     BL,,34.0998,-118.3324
200306189,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1900,3,Southwest,397,1,330,BURGLARY FROM VEHICLE,1202 1307 0344 1609 0329,61,F,H,101,STREET,,,IC,Invest Cont,330,,,,1200 W  41ST                         PL,,34.0082,-118.2959
200306293,02/07/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1600,3,Southwest,313,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,39,M,W,145,MAIL BOX,,,IC,Invest Cont,440,,,,4000    MONTCLAIR                    ST,,34.0333,-118.3311
200311541,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1700,3,Southwest,355,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0411 0445,26,M,W,102,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,230,,,,WESTERN                      AV,EXPOSITION                   BL,34.0185,-118.3089
200306195,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,2030,3,Southwest,376,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,29,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3900 S  NORMANDIE                    AV,,34.0145,-118.3045
200306196,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,700,3,Southwest,337,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1814 2000,28,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1700 W  JEFFERSON                    BL,,34.0273,-118.3024
200306197,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1,3,Southwest,338,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0413 1218 2034 0449,59,F,W,101,STREET,513.0,STUN GUN,IC,Invest Cont,230,,,,32ND                         ST,HOOVER                       ST,34.0268,-118.2896
200704738,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1815,7,Wilshire,706,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,40,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,800 N  SYCAMORE                     AV,,34.0853,-118.3428
200614366,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,920,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,48,M,B,101,STREET,,,IC,Invest Cont,341,,,,HOLLYWOOD,WHITLEY,34.1016,-118.3333
201420467,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,400,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444,24,F,B,212,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11100    AVIATION                     BL,,33.9437,-118.379
200306202,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,320,3,Southwest,397,1,310,BURGLARY,0329 1822 0216 0344 1601 1609 1307,19,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,4200 S  VERMONT                      AV,,34.0073,-118.298
200306205,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1800,3,Southwest,338,2,624,BATTERY - SIMPLE ASSAULT,1251 0416 0447 0554 1259 0602,15,F,B,501,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,624,,,,1400 W  29TH                         ST,,34.0287,-118.2915
200306206,01/31/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2100,3,Southwest,354,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,19,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,3400    4TH                          AV,,34.0256,-118.3212
200508664,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,800,5,Harbor,506,1,761,BRANDISH WEAPON,0400 0913 0602 0561,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,761,,,,2100    WESTERN                      AV,,33.8365,-118.3092
200509420,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,550,5,Harbor,506,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1309,64,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,1300 W  219TH                        ST,,33.8292,-118.2995
201508661,04/13/2020 12:00:00 AM,04/10/2020 12:00:00 AM,800,15,N Hollywood,1555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,28,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,BAKMAN                       AV,OTSEGO                       ST,34.163,-118.3774
200109321,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1135,1,Central,156,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0344 1202 0324 1803,60,M,O,203,OTHER BUSINESS,,,AO,Adult Other,670,,,,300 E  5TH                          ST,,34.0449,-118.2458
200508531,04/21/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1630,5,Harbor,509,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,61,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,24700    PRESIDENT                    AV,,33.801,-118.3034
201421814,12/18/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1,14,Pacific,1407,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,25,M,W,101,STREET,,,IC,Invest Cont,331,,,,S  VINTON                       AV,TABOR                        ST,34.0255,-118.4063
200804371,01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,800,8,West LA,854,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,77,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,1500    COTNER                       AV,,34.0495,-118.4481
